n,avgQuality,make,model,logValues,modelName,makeName
7#4234,96.4675,7,4234,1.984381024,C6503,Sony
4#187,96.46892857,4,187,1.984387455,DMC-FT20,Panasonic
48#1990,96.47462766,48,1990,1.984413111,EX-Z850,CASIOCOMPUTERCO.LTD.
4#2165,96.47625,4,2165,1.984420414,DMC-ZS20,Panasonic
7#1461,96.477,7,1461,1.98442379,DSC-RX1,Sony
48#711,96.47710145,48,711,1.984424247,EX-S500,CASIOCOMPUTERCO.LTD.
19#1840,96.47833333,19,1840,1.984429792,MB860,Motorola
4#2849,96.48083333,4,2849,1.984441046,PV-GS250,Panasonic
7#28,96.49113445,7,28,1.984487412,DSC-W510,Sony
226#3267,96.505,226,3267,1.984549815,J1,SANYOElectricCo.Ltd
121#3998,96.505,121,3998,1.984549815,XperiaArcS,SEMC
7#3506,96.505,7,3506,1.984549815,DCR-SR65,Sony
4#1553,96.50852941,4,1553,1.984565698,DMC-FS7,Panasonic
5#4213,96.51352941,5,4213,1.984588198,WB30F/WB31F/WB32F,SAMSUNG
5#787,96.51611111,5,787,1.984599815,GT-I9105P,SAMSUNG
3#4037,96.5175,3,4037,1.984606064,iPad2G,apple
27#142,96.5175,27,142,1.984606064,201,Hipstamatic
27#1090,96.5175,27,1090,1.984606064,255,Hipstamatic
27#1093,96.5175,27,1093,1.984606064,267,Hipstamatic
27#1897,96.5175,27,1897,1.984606064,160,Hipstamatic
87#3451,96.52,87,3451,1.984617313,L-410,SEIKOEPSONCORP.
48#713,96.52375,48,713,1.984634186,EX-Z90,CASIOCOMPUTERCO.LTD.
7#2758,96.52416667,7,2758,1.984636061,DSC-P12,Sony
43#1278,96.5245122,43,1278,1.984637616,EX-Z57,CASIOCOMPUTERCO.LTD
43#3144,96.525,43,3144,1.98463981,QV-R62,CASIOCOMPUTERCO.LTD
5#3844,96.53,5,3844,1.984662306,SCH-I400,SAMSUNG
62#2260,96.53159091,62,2260,1.984669464,V-LUX40,LEICA
154#3923,96.53166667,154,3923,1.984669805,SIGMASD15,SIGMA
167#3482,96.534375,167,3482,1.984681989,DCC1230,BenQCorporation
11#3071,96.53615385,11,3071,1.984689992,PENTAXOptioS30,PENTAXCorporation
24#4114,96.54,24,4114,1.984707294,FinePixF800EXR,FUJIFILM
24#644,96.54005319,24,644,1.984707534,FinePixHS30EXR,FUJIFILM
4#1030,96.54361111,4,1030,1.984723539,DMC-FT3,Panasonic
63#2114,96.55,63,2114,1.984752278,MediaPad10FHD,HUAWEI
63#2115,96.55,63,2115,1.984752278,MediaPadM18,HUAWEI
63#2492,96.55,63,2492,1.984752278,HUAWEIU9508,HUAWEI
63#2501,96.55,63,2501,1.984752278,HUAWEIP7-L00,HUAWEI
4#3623,96.55,4,3623,1.984752278,DMC-ZS6,Panasonic
323#4240,96.55,323,4240,1.984752278,CT920,rk30sdk
195#2327,96.55,195,2327,1.984752278,ONETOUCHEVO8HD,TCT
24#3884,96.55125,24,3884,1.984757901,FinePixJZ510,FUJIFILM
24#4160,96.555,24,4160,1.984774768,FinePixHS50EXR,FUJIFILM
7#1304,96.5585,7,1304,1.984790511,DSC-T11,Sony
167#3602,96.5625,167,3602,1.984808501,BenQDCT700,BenQCorporation
5#2373,96.56333333,5,2373,1.984812249,GT-P7510,SAMSUNG
7#826,96.56863636,7,826,1.984836099,DSC-WX5,Sony
9#2940,96.57333333,9,2940,1.984857222,FE270X815C510,OLYMPUSIMAGINGCORP.
14#1996,96.58,14,1996,1.984887201,CanonEOSD30,Canon
5#3769,96.58333333,5,3769,1.98490219,NX11,SAMSUNG
11#1522,96.58416667,11,1522,1.984905937,PENTAXOptioS5i,PENTAXCorporation
14#1824,96.5875,14,1824,1.984920925,CanonIXYDIGITAL810IS,Canon
48#1554,96.5875,48,1554,1.984920925,EX-H10,CASIOCOMPUTERCO.LTD.
54#1164,96.60115385,54,1164,1.984982314,PENTAXK-7,PENTAX
7#994,96.605,7,994,1.984999605,HDR-TG3E,Sony
48#1055,96.615,48,1055,1.985044558,EX-Z6,CASIOCOMPUTERCO.LTD.
4#3735,96.62107143,4,3735,1.985071849,DMC-FS35,Panasonic
18#2153,96.625,18,2153,1.985089507,KODAKZi8PocketVideoCamera,EASTMANKODAKCOMPANY
5#2050,96.625,5,2050,1.985089507,GT-C6625,SAMSUNG
39#717,96.62875,39,717,1.985106361,HPDSCCB350,Hewlett-Packard
24#4072,96.63170213,24,4072,1.98511963,FinePixF600EXR,FUJIFILM
5#3341,96.63602273,5,3341,1.985139047,SAMSUNGST1000/VLUUST1000,SAMSUNG
24#2222,96.639,24,2222,1.985152427,FinePixJV200,FUJIFILM
5#3550,96.65,5,3550,1.985201858,SAMSUNGES55/VLUUES55/SA,SAMSUNG
4#4113,96.6525,4,4113,1.985213092,DMC-FX75,Panasonic
4#2039,96.65666667,4,2039,1.985231814,DMC-FP3,Panasonic
8#1934,96.66791667,8,1934,1.985282359,COOLPIXS2600,Nikon
121#1374,96.669,121,1374,1.985287226,X10i,SEMC
48#2178,96.67166667,48,2178,1.985299206,EX-Z9,CASIOCOMPUTERCO.LTD.
24#3904,96.67166667,24,3904,1.985299206,FinePixS4080,FUJIFILM
25#2678,96.675,25,2678,1.985314181,DigimaxL50/KENOXX1,SAMSUNGTECHWINCO.LTD.
5#2284,96.6825,5,2284,1.985347872,SPH-L720,SAMSUNG
5#4102,96.6825,5,4102,1.985347872,SGH-M919,SAMSUNG
24#2955,96.68757576,24,2955,1.985370671,FinePixF47fd,FUJIFILM
14#3555,96.695,14,3555,1.985404018,CanonDC210,Canon
51#3074,96.695,51,3074,1.985404018,3M,DigitalCamera
39#2565,96.695,39,2565,1.985404018,HPPhotoSmartC812(V09.33),Hewlett-Packard
136#3169,96.695,136,3169,1.985404018,GR-DVM90,JVC
24#2442,96.69666667,24,2442,1.985411503,FinePixS4500,FUJIFILM
7#3027,96.69833333,7,3027,1.985418989,MVC-CD500,Sony
298#3753,96.705,298,3753,1.985448929,DVR850W,ZoranCorporation
24#2160,96.70892405,24,2160,1.985466552,X-S1,FUJIFILM
4#3313,96.72,4,3313,1.985516288,NV-GS70,Panasonic
31#3938,96.725,31,3938,1.985538738,QV-3500EX,CASIO
48#1752,96.73411765,48,1752,1.985579675,QV-R4,CASIOCOMPUTERCO.LTD.
7#4264,96.75,7,4264,1.985650974,DSC-H200,Sony
11#514,96.76375,11,514,1.985712691,PENTAXOptioMX,PENTAXCorporation
24#2461,96.77375,24,2461,1.98575757,X-M1,FUJIFILM
32#1431,96.775,32,1431,1.98576318,QSS-30,NORITSUKOKI
37#258,96.775,37,258,1.98576318,Cymera,SKcommunications
48#2974,96.78240741,48,2974,1.985796421,EX-S1,CASIOCOMPUTERCO.LTD.
4#3464,96.785,4,3464,1.985808054,DMC-FS12,Panasonic
5#39,96.785625,5,39,1.985810859,GT-I9082,SAMSUNG
75#3141,96.786,75,3141,1.985812542,ViviCam6320,Vivitar
7#2762,96.7875,7,2762,1.985819272,DCR-PC101,Sony
7#2901,96.7875,7,2901,1.985819272,DCR-TRV25,Sony
4#912,96.78979167,4,912,1.985829555,DMC-FS6,Panasonic
5#2455,96.79833333,5,2455,1.98586788,EK-GC110,SAMSUNG
4#3102,96.79857143,4,3102,1.985868948,DMC-L1,Panasonic
4#985,96.79973684,4,985,1.985874177,DMC-GH4,Panasonic
4#2096,96.80222222,4,2096,1.985885327,DMC-TS2,Panasonic
24#120,96.80513514,24,120,1.985898396,FinePixF770EXR,FUJIFILM
11#3055,96.813,11,3055,1.985933678,PENTAXOptioS45,PENTAXCorporation
14#1531,96.814,14,1531,1.985938164,CanonEOS-1DMarkIII,Canon
43#2026,96.81436508,43,2026,1.985939802,EX-Z30,CASIOCOMPUTERCO.LTD
166#3561,96.815,166,3561,1.98594265,DC1030,AGFAPHOTO
136#3340,96.815,136,3340,1.98594265,GZ-MG155,JVC
136#3741,96.815,136,3741,1.98594265,GZ-MG365,JVC
136#3951,96.815,136,3951,1.98594265,GZ-HM300,JVC
136#4001,96.815,136,4001,1.98594265,GZ-HM330,JVC
7#2195,96.815,7,2195,1.98594265,DCR-HC96E,Sony
7#2498,96.815,7,2498,1.98594265,DCR-DVD905E,Sony
7#2823,96.815,7,2823,1.98594265,DCR-HC30E,Sony
7#3006,96.815,7,3006,1.98594265,DCR-IP220E,Sony
7#3023,96.815,7,3023,1.98594265,DCR-TRV480,Sony
7#3110,96.815,7,3110,1.98594265,DCR-SR200E,Sony
7#3151,96.815,7,3151,1.98594265,DCR-IP55E,Sony
7#3177,96.815,7,3177,1.98594265,DCR-HC90,Sony
7#3210,96.815,7,3210,1.98594265,DCR-SR200,Sony
7#3224,96.815,7,3224,1.98594265,DCR-DVD405,Sony
7#3296,96.815,7,3296,1.98594265,HDR-SR8E,Sony
7#3332,96.815,7,3332,1.98594265,DCR-SR300E,Sony
7#3373,96.815,7,3373,1.98594265,HDR-HC1E,Sony
7#3397,96.815,7,3397,1.98594265,DCR-DVD505,Sony
7#3435,96.815,7,3435,1.98594265,HDR-SR5E,Sony
7#3452,96.815,7,3452,1.98594265,DCR-TRV30,Sony
7#3531,96.815,7,3531,1.98594265,DCR-HC42E,Sony
7#3576,96.815,7,3576,1.98594265,DCR-DVD403,Sony
7#3621,96.815,7,3621,1.98594265,DCR-HC46,Sony
7#3704,96.815,7,3704,1.98594265,HDR-SR7,Sony
7#3868,96.815,7,3868,1.98594265,DCR-SR300,Sony
7#3901,96.815,7,3901,1.98594265,DCR-SR40,Sony
27#502,96.82125,27,502,1.985970685,260,Hipstamatic
4#1867,96.824,4,1867,1.98598302,DMC-FS62,Panasonic
9#3785,96.825,9,3785,1.985987506,SP-610UZ,OLYMPUSIMAGINGCORP.
7#66,96.827,7,66,1.985996476,ILCE-7,Sony
4#1426,96.8305,4,1426,1.986012174,DMC-FX500,Panasonic
154#3579,96.83125,154,3579,1.986015538,SIGMADP1S,SIGMA
95#2684,96.84666667,95,2684,1.986084677,DCC60,BenQ
5#2421,96.85166667,5,2421,1.986107099,SHW-M250S,SAMSUNG
26#3344,96.86090909,26,3344,1.986148541,VLUUL210/SamsungL210,SamsungTechwin
7#2203,96.865,7,2203,1.986166883,DSC-TX9,Sony
6#1192,96.86944444,6,1192,1.986186809,NIKOND2X,Nikon Corporation
5#4108,96.87,5,4108,1.9861893,EX2F,SAMSUNG
11#2733,96.87090909,11,2733,1.986193375,PENTAXOptioS55,PENTAXCorporation
9#2144,96.873,9,2144,1.986202749,TG-850,OLYMPUSIMAGINGCORP.
74#2193,96.873,74,2193,1.986202749,CA100,SANYOElectricCo.Ltd.
87#3116,96.8933871,87,3116,1.986294138,R-D1s,SEIKOEPSONCORP.
9#3723,96.89571429,9,3723,1.986304569,TG-610,OLYMPUSIMAGINGCORP.
38#2637,96.89821429,38,2637,1.986315774,DiMAGEE223,MinoltaCo.Ltd.
5#344,96.9,5,344,1.986323777,GT-I8200,SAMSUNG
5#2503,96.9,5,2503,1.986323777,SM-T211,SAMSUNG
87#872,96.9030303,87,872,1.986337358,R-D1,SEIKOEPSONCORP.
24#4211,96.905,24,4211,1.986346186,FinePixF660EXR,FUJIFILM
48#1905,96.90625,48,1905,1.986351788,QV-R100,CASIOCOMPUTERCO.LTD.
4#523,96.908,4,523,1.986359631,DMC-FS11,Panasonic
7#4155,96.91333333,7,4155,1.986383531,DSC-W730,Sony
5#1979,96.91375,5,1979,1.986385399,SPH-M8400,SAMSUNG
4#1884,96.91928571,4,1884,1.986410205,DMC-FX60,Panasonic
57#542,96.9225,57,542,1.986424608,CU-6530,acer
5#1492,96.9225,5,1492,1.986424608,GT-I9100P,SAMSUNG
5#3479,96.9225,5,3479,1.986424608,SAMSUNGWB5500/VLUUWB5500,SAMSUNG
5#3940,96.9225,5,3940,1.986424608,SGH-I717,SAMSUNG
79#3036,96.9225,79,3036,1.986424608,DC-XZ6,Supra
75#754,96.9225,75,754,1.986424608,Vivicam4000,Vivitar
4#2715,96.9231579,4,2715,1.986427556,PV-GS120,Panasonic
7#2212,96.935,7,2212,1.986480615,DSC-W360,Sony
9#3791,96.9375,9,3791,1.986491815,SP-810UZ,OLYMPUSIMAGINGCORP.
9#2263,96.93833333,9,2263,1.986495549,u-7050,OLYMPUSIMAGINGCORP.
95#2992,96.945,95,2992,1.986525415,DCE43,BenQ
95#3042,96.945,95,3042,1.986525415,DCC50,BenQ
97#3145,96.945,97,3145,1.986525415,4MP-9J9,CAMERA
97#3372,96.945,97,3372,1.986525415,5MP-9M2,CAMERA
97#3430,96.945,97,3430,1.986525415,6MP-9J5,CAMERA
97#3622,96.945,97,3622,1.986525415,6MP-9N3,CAMERA
97#3824,96.945,97,3824,1.986525415,10MP-9KA,CAMERA
281#3416,96.945,281,3416,1.986525415,ND-6360,NYTECH
156#3511,96.945,156,3511,1.986525415,PDR-3330,TOSHIBA
75#3142,96.945,75,3142,1.986525415,Vivicam3930,Vivitar
24#2440,96.94681818,24,2440,1.98653356,FinePixZ80,FUJIFILM
9#4162,96.96,9,4162,1.986592607,VG170,OLYMPUSIMAGINGCORP.
4#1694,96.96,4,1694,1.986592607,DMC-FT4,Panasonic
7#1949,96.967,7,1949,1.986623959,DSC-W125,Sony
14#2269,96.97,14,2269,1.986637396,CanonIXYDIGITAL3000IS,Canon
16#226,96.97,16,226,1.986637396,LG-F320K,LGElectronics
16#666,96.97,16,666,1.986637396,VS9804G,LGElectronics
16#1683,96.97,16,1683,1.986637396,LG-D955,LGElectronics
16#2488,96.97,16,2488,1.986637396,LG-F320S,LGElectronics
9#340,96.97,9,340,1.986637396,,OLYMPUSIMAGINGCORP.
9#3590,96.97,9,3590,1.986637396,u1070S1070,OLYMPUSIMAGINGCORP.
73#3272,96.97,73,3272,1.986637396,G600,RICOH
5#348,96.97,5,348,1.986637396,GT-S7582,SAMSUNG
5#1456,96.97,5,1456,1.986637396,SM-G900H,SAMSUNG
5#1848,96.97,5,1848,1.986637396,SM-P601,SAMSUNG
5#1890,96.97,5,1890,1.986637396,GT-S6810P,SAMSUNG
5#1974,96.97,5,1974,1.986637396,SHV-E300K,SAMSUNG
5#1978,96.97,5,1978,1.986637396,SM-N915K,SAMSUNG
5#3654,96.97,5,3654,1.986637396,SCH-R360,SAMSUNG
5#3684,96.97,5,3684,1.986637396,SCH-R570,SAMSUNG
142#1595,96.97,142,1595,1.986637396,HMX20,SamsungElectronics
7#1230,96.97,7,1230,1.986637396,D6603,Sony
7#1392,96.97,7,1392,1.986637396,D6653,Sony
7#1509,96.97,7,1509,1.986637396,XperiaM2,Sony
7#2095,96.97,7,2095,1.986637396,D5106,Sony
7#2274,96.97,7,2274,1.986637396,D6502,Sony
7#2537,96.97,7,2537,1.986637396,HDR-CX520E,Sony
7#3030,96.97,7,3030,1.986637396,MAVICAvNMt5f,Sony
7#3046,96.97,7,3046,1.986637396,MAVICAAh7/lf,Sony
11#900,96.97655556,11,900,1.986666755,PENTAXOptioS5n,PENTAXCorporation
5#1812,96.97666667,5,1812,1.986667252,SAMSUNGST65/VLUUST65/SA,SAMSUNG
24#925,96.9773125,24,925,1.986670144,FinePixX100,FUJIFILM
5#3639,96.97951613,5,3639,1.986680013,SAMSUNGST550/SAMSUNGST560,SAMSUNG
4#1955,96.98022727,4,1955,1.986683198,DMC-TS1,Panasonic
4#4156,96.985,4,4156,1.98670457,DMC-ZS27,Panasonic
39#2617,96.999,39,2617,1.986767257,hp635DigitalCamera,Hewlett-Packard
4#1869,97.00166667,4,1869,1.986779196,HDC-TM80,Panasonic
75#3476,97.0025,75,3476,1.986782927,ViviCam5388,Vivitar
24#3774,97.005,24,3774,1.98679412,FinePixL50,FUJIFILM
5#673,97.005,5,673,1.98679412,SM-G900V,SAMSUNG
74#3249,97.005,74,3249,1.98679412,CA6,SANYOElectricCo.Ltd.
254#3939,97.00580645,254,3939,1.98679773,HitachiHBC161E,HITACHI
4#2574,97.00638889,4,2574,1.986800338,HDC-HS200,Panasonic
24#3705,97.01,24,3705,1.986816505,FinePixJ250,FUJIFILM
153#3090,97.01,153,3090,1.986816505,E850,GeneralImagingCo.
107#1170,97.01,107,1170,1.986816505,HPpstc7200,HP
5#4019,97.01,5,4019,1.986816505,SHV-E250S,SAMSUNG
26#3933,97.015,26,3933,1.986838888,}}}(..(..(.....t...d....A..(.,SamsungTechwin
7#1177,97.0275,7,1177,1.986894842,DSC-S2100,Sony
48#2948,97.02875,48,2948,1.986900436,EX-Z7,CASIOCOMPUTERCO.LTD.
290#3575,97.03,290,3575,1.986906031,JD5.0z3EasyShot,ConcordCameraGmbH
4#4106,97.03,4,4106,1.986906031,DMC-FP7,Panasonic
11#3063,97.0425,11,3063,1.986961976,PENTAXOptioA40,PENTAXCorporation
24#3899,97.045,24,3899,1.986973164,FinePixJX300,FUJIFILM
9#1656,97.04708333,9,1656,1.986982488,VG160X990D745,OLYMPUSIMAGINGCORP.
95#3129,97.0525,95,3129,1.987006727,DCC740,BenQ
31#3444,97.05458333,31,3444,1.987016049,GV-10,CASIO
48#1569,97.064,48,1569,1.987058185,EX-Z700,CASIOCOMPUTERCO.LTD.
272#761,97.065,272,761,1.987062659,DigitalCAM,7.2MPDigitalCAM
11#1762,97.07,11,1762,1.98708503,PENTAXOptioE35,PENTAXCorporation
7#2740,97.0725,7,2740,1.987096215,DCR-PC110E,Sony
136#3057,97.08666667,136,3057,1.98715959,GZ-MC500,JVC
5#3859,97.09,5,3859,1.987174501,WB690,SAMSUNG
5#3966,97.09,5,3966,1.987174501,ST700,SAMSUNG
167#2456,97.105,167,2456,1.987241593,AE22X,BenQCorporation
43#314,97.10875,43,314,1.987258364,EX-P600,CASIOCOMPUTERCO.LTD
48#1293,97.11145161,48,1293,1.987270446,EX-Z70,CASIOCOMPUTERCO.LTD.
24#2339,97.11565217,24,2339,1.987289231,X10,FUJIFILM
136#2913,97.135,136,2913,1.987375745,GZ-MG70,JVC
7#3854,97.135,7,3854,1.987375745,DSC-S3000,Sony
284#1679,97.135,284,1679,1.987375745,GZ-MG505,VICTOR
4#504,97.1371875,4,504,1.987385525,DMC-FT1,Panasonic
4#988,97.1409375,4,988,1.987402291,DMC-FZ62,Panasonic
7#3109,97.15875,7,3109,1.987481919,MAVICAmNIAJ4,Sony
24#2141,97.174,24,2141,1.98755008,FinePixJX250,FUJIFILM
57#2708,97.1775,57,2708,1.987565722,CE-5330,acer
5#1969,97.1775,5,1969,1.987565722,EK-KC120S,SAMSUNG
7#1919,97.1915,7,1919,1.987628285,DSC-T99,Sony
7#3636,97.20666667,7,3636,1.987696051,MHS-TS20,Sony
38#3646,97.2225,38,3646,1.987766784,DiMAGEE201,MinoltaCo.Ltd.
4#999,97.22642857,4,999,1.987784333,DMC-SZ1,Panasonic
48#1443,97.247,48,1443,1.987876213,EX-Z65,CASIOCOMPUTERCO.LTD.
5#3436,97.2475,5,3436,1.987878445,VLUUPL65/SAMSUNGPL65,SAMSUNG
4#1264,97.24911765,4,1264,1.98788567,DMC-L10,Panasonic
4#1457,97.28,4,1457,1.988023562,DMC-FS14,Panasonic
48#2024,97.28125,48,2024,1.988029142,EX-ZR200,CASIOCOMPUTERCO.LTD.
74#3223,97.29,74,3223,1.988068203,DSC-MZ3,SANYOElectricCo.Ltd.
73#2118,97.29428571,73,2118,1.988087334,GXRP10,RICOH
4#3840,97.29666667,4,3840,1.988097962,DMC-FH27,Panasonic
5#2140,97.325,5,2140,1.988224412,SGH-I337M,SAMSUNG
5#4269,97.325,5,4269,1.988224412,SGH-I337,SAMSUNG
156#3161,97.33,156,3161,1.988246723,PDRM81,TOSHIBA
7#3454,97.3303125,7,3454,1.988248118,DSC-W370,Sony
142#2265,97.34166667,142,2265,1.988298778,SGH-F480,SamsungElectronics
26#2752,97.345,26,2752,1.988313649,GX-1S,SamsungTechwin
8#3583,97.35,8,3583,1.988335956,COOLPIXS610c,Nikon
5#1576,97.35,5,1576,1.988335956,SC-02B,SAMSUNG
5#3740,97.35,5,3740,1.988335956,GT-S8500T,SAMSUNG
69#3001,97.355,69,3001,1.988358261,dr4,Rollei
5#3412,97.355,5,3412,1.988358261,GT-B3210,SAMSUNG
95#2990,97.35681818,95,2990,1.988366372,E53+,BenQ
78#3918,97.3575,78,3918,1.988369413,ASUSTransformerPadTF300T,ASUS
16#169,97.36,16,169,1.988380565,LG-P990,LGElectronics
16#3724,97.36,16,3724,1.988380565,LG-P999,LGElectronics
10#1098,97.36,10,1098,1.988380565,X3-02,Nokia
25#3086,97.36409091,25,3086,1.988398813,DigimaxL85,SAMSUNGTECHWINCO.LTD.
24#3752,97.365,24,3752,1.988402868,FinePixAX300,FUJIFILM
57#3075,97.37958333,57,3075,1.988467912,CE6430,acer
4#3604,97.38,4,3604,1.98846977,DMC-FH22,Panasonic
279#4265,97.3875,279,4265,1.988503217,NS-DSC7P09,Insignia
54#3797,97.3875,54,3797,1.988503217,PENTAXOptioI-10,PENTAX
5#2210,97.3875,5,2210,1.988503217,SGH-I727R,SAMSUNG
5#3777,97.3875,5,3777,1.988503217,SGH-I997,SAMSUNG
7#1391,97.3875,7,1391,1.988503217,D5833,Sony
7#3765,97.3875,7,3765,1.988503217,DSC-G1,Sony
167#3532,97.39,167,3532,1.988514366,DCE103Xseries,BenQCorporation
4#3651,97.39,4,3651,1.988514366,DMC-FP2,Panasonic
4#3415,97.391,4,3415,1.988518825,DMC-FP8,Panasonic
41#3028,97.395,41,3028,1.988536662,ALPHA-7DIGITAL,KONICAMINOLTA
9#3591,97.3975,9,3591,1.98854781,FE350WIDEX865,OLYMPUSIMAGINGCORP.
14#2832,97.4,14,2832,1.988558957,CanonEOS350D,Canon
24#4081,97.4,24,4081,1.988558957,FinePixS2970,FUJIFILM
24#4132,97.4,24,4132,1.988558957,FinePixS2940/Walmart,FUJIFILM
7#3572,97.4,7,3572,1.988558957,DSC-H00,Sony
7#3624,97.4,7,3624,1.988558957,DSC-W350D,Sony
39#933,97.4025,39,933,1.988570104,hpphotosmart735,Hewlett-Packard
290#3941,97.405,290,3941,1.988581251,JDC3.0S,ConcordCameraGmbH
39#2842,97.405,39,2842,1.988581251,HPPhotoSmartC812(V09.16),Hewlett-Packard
107#1223,97.405,107,1223,1.988581251,HPpsc1500,HP
7#847,97.42111111,7,847,1.988653078,DSC-W190,Sony
156#286,97.425,156,286,1.988670414,DV,TOSHIBA
8#2436,97.42647727,8,2436,1.988677,COOLPIXS3200,Nikon
136#3205,97.44,136,3205,1.988737275,GR-D770,JVC
4#261,97.44388889,4,261,1.988754608,DMC-FZ70,Panasonic
9#2427,97.45416667,9,2427,1.988800412,E-PM2,OLYMPUSIMAGINGCORP.
223#2724,97.455,223,2724,1.988804126,636Z3,Medion
4#3733,97.4575,4,3733,1.988815267,DMC-TZ50,Panasonic
7#2374,97.47021739,7,2374,1.988871935,DSC-S5000,Sony
4#4063,97.47333333,4,4063,1.988885818,DMC-GH3,Panasonic
9#993,97.47555556,9,993,1.988895719,FE4000X920X925,OLYMPUSIMAGINGCORP.
5#1606,97.48,5,1606,1.988915521,GT-S6802,SAMSUNG
5#2494,97.48,5,2494,1.988915521,GT-I8150,SAMSUNG
24#1460,97.4875,24,1460,1.988948933,FinePixT300,FUJIFILM
15#1286,97.4875,15,1286,1.988948933,HTCOne801e,HTC
8#1923,97.4875,8,1923,1.988948933,COOLPIXP340,Nikon
6#2522,97.4875,6,2522,1.988948933,NIKOND5200,Nikon Corporation
10#57,97.4875,10,57,1.988948933,Lumia920,Nokia
10#343,97.4875,10,343,1.988948933,Lumia720,Nokia
10#702,97.4875,10,702,1.988948933,Lumia620,Nokia
7#1244,97.4875,7,1244,1.988948933,HDR-SR11E,Sony
106#1503,97.4875,106,1503,1.988948933,unknown,unknown
6#4045,97.49,6,4045,1.98896007,COOLPIXA,Nikon Corporation
4#1787,97.49333333,4,1787,1.988974919,DMC-LX100,Panasonic
73#2864,97.495,73,2864,1.988982344,CaplioRR630,RICOH
7#2430,97.49514085,7,2430,1.988982971,DSC-W690,Sony
39#3078,97.5075,39,3078,1.989038022,HPPhotoSmartC945(V01.46),Hewlett-Packard
9#2202,97.51357143,9,2202,1.989065063,u7010S7010,OLYMPUSIMAGINGCORP.
36#305,97.515,36,305,1.989071425,GR,PENTAXRICOHIMAGING
139#1572,97.535,139,1572,1.989160488,x530,Polaroid
54#1770,97.545,54,1770,1.989205013,PENTAXK-01,PENTAX
24#1629,97.56,24,1629,1.989271792,FinePixS4000,FUJIFILM
136#3066,97.5675,136,3066,1.989305177,GZ-MC200,JVC
62#1833,97.5775,62,1833,1.989349687,V-LUX4,LEICA
4#2545,97.5775,4,2545,1.989349687,DMC-G5,Panasonic
4#1086,97.584,4,1086,1.989378616,DMC-TZ11,Panasonic
4#4057,97.585,4,4057,1.989383066,DMC-FS40,Panasonic
8#2454,97.5928481,8,2454,1.989417992,COOLPIXL24,Nikon
7#3989,97.6025,7,3989,1.989460942,DSC-W650,Sony
39#1166,97.61,39,1166,1.989494313,HPPhotoSmartC935(V03.67),Hewlett-Packard
39#2307,97.61,39,2307,1.989494313,HPPhotoSmartC945(V01.54),Hewlett-Packard
39#2518,97.61,39,2518,1.989494313,HPPhotoSmartC850(V05.42),Hewlett-Packard
39#2808,97.61,39,2808,1.989494313,HPPhotoSmartC945(V01.45),Hewlett-Packard
39#2914,97.61,39,2914,1.989494313,HPPhotoSmartC945(V01.39),Hewlett-Packard
39#3360,97.61,39,3360,1.989494313,HPPhotoSmartC945(V01.75),Hewlett-Packard
4#1936,97.618,4,1936,1.989529906,DMC-FS9,Panasonic
4#537,97.62,4,537,1.989538803,DMC-ZS15,Panasonic
9#3176,97.62333333,9,3176,1.989553632,u1020S1020,OLYMPUSIMAGINGCORP.
4#4128,97.62958333,4,4128,1.989581436,DMC-LZ20,Panasonic
16#433,97.63,16,433,1.989583289,LG-D855,LGElectronics
4#3458,97.631,4,3458,1.989587738,DMC-FS8,Panasonic
8#3725,97.6325,8,3725,1.98959441,COOLPIXS640.,Nikon
4#2109,97.64636364,4,2109,1.989656075,DMC-FX48,Panasonic
5#670,97.65,5,670,1.989672248,NX2000,SAMSUNG
24#2395,97.65681818,24,2395,1.98970257,FinePixF72EXR,FUJIFILM
9#1029,97.66375,9,1029,1.989733396,E-M1,OLYMPUSIMAGINGCORP.
31#2895,97.67,31,2895,1.989761188,QV-2800UX,CASIO
7#664,97.67347222,7,664,1.989776627,DSC-W310,Sony
139#4226,97.685,139,4226,1.989827881,i1036,Polaroid
25#3167,97.68666667,25,3167,1.989835291,SamsungS1060,SAMSUNGTECHWINCO.LTD.
24#4306,97.695,24,4306,1.989872337,FinePixHS28EXR,FUJIFILM
5#178,97.6975,5,178,1.989883451,WB250F/WB251F/WB252F,SAMSUNG
62#1257,97.71875,62,1257,1.989977903,DIGILUX3,LEICA
24#3773,97.724,24,3773,1.990001235,FinePixS3280,FUJIFILM
4#1638,97.73,4,1638,1.990027899,DMC-S3,Panasonic
11#3218,97.73,11,3218,1.990027899,PENTAXOptioMX4,PENTAXCorporation
136#3097,97.735,136,3097,1.990050117,GZ-MG37,JVC
136#4117,97.735,136,4117,1.990050117,GZ-MC100,JVC
7#2544,97.745,7,2544,1.990094551,DSC-W630,Sony
5#3535,97.7475,5,3535,1.990105659,GT-S8500L,SAMSUNG
14#2869,97.75,14,2869,1.990116766,CanonEOS-1DS,Canon
244#3664,97.75,244,3664,1.990116766,6MDigitalCamera,madebyPolaroid
4#2975,97.75,4,2975,1.990116766,NV-GS120,Panasonic
4#4104,97.75,4,4104,1.990116766,NV-GS75,Panasonic
5#3331,97.758,5,3331,1.990152308,SAMSUNGWB500/VLUUWB500/,SAMSUNG
4#2107,97.765,4,2107,1.990183405,DMC-FZ60,Panasonic
97#3420,97.77,97,3420,1.990205615,7MP-9GA,CAMERA
