n,avgIfdsFocalLength,make,model,logValues,modelName,makeName
14#699,29.90476191,14,699,1.475740349,CanonPowerShotTX1,Canon
18#3126,29.91666667,18,3126,1.475913203,KODAKEASYSHAREZ8612ISDigi,EASTMANKODAKCOMPANY
74#2194,29.94736842,74,2194,1.476358665,HD2000,SANYOElectricCo.Ltd.
30#889,29.95,30,889,1.476396827,C770UZ,OLYMPUSCORPORATION
14#2366,30,14,2366,1.477121255,CanonVIXIAHF200,Canon
24#3851,30,24,3851,1.477121255,FinePixAX350,FUJIFILM
154#1751,30,154,1751,1.477121255,SIGMAdp2Quattro,SIGMA
154#3921,30,154,3921,1.477121255,SIGMADP2Merrill,SIGMA
159#3150,30,159,3150,1.477121255,PSP-300,SonyComputerEntertainmentI
24#922,30.04,24,922,1.477699928,FinePixS9500,FUJIFILM
9#1158,30.15384615,9,1158,1.479342715,SP510UZ,OLYMPUSIMAGINGCORP.
30#251,30.2631579,30,251,1.480914244,C750UZ,OLYMPUSCORPORATION
30#1140,30.2631579,30,1140,1.480914244,C740UZ,OLYMPUSCORPORATION
18#209,30.28571429,18,209,1.481237821,KODAKDX7590ZOOMDIGITALCAM,EASTMANKODAKCOMPANY
18#773,30.28571429,18,773,1.481237821,KODAKDX6490ZOOMDIGITALCAM,EASTMANKODAKCOMPANY
41#1328,30.29787234,41,1328,1.481412131,DiMAGEZ6,KONICAMINOLTA
24#2796,30.4,24,2796,1.482873584,FinePixS9000,FUJIFILM
18#615,30.46666667,18,615,1.483824941,KODAKEASYSHAREZD710ZOOMDI,EASTMANKODAKCOMPANY
9#930,30.55555556,9,930,1.485090184,SZ-17,OLYMPUSIMAGINGCORP.
7#1651,30.56,7,1651,1.48515335,DSC-HX300,Sony
8#526,30.68965517,8,526,1.486992009,E995,Nikon
18#956,30.77419355,18,956,1.488186681,KODAKEASYSHAREZ1012ISDigi,EASTMANKODAKCOMPANY
5#1749,30.85714286,5,1749,1.489355711,NX1100,SAMSUNG
24#2297,30.88,24,2297,1.489677292,FinePixS6000fd,FUJIFILM
30#300,30.90243902,30,300,1.489992758,C765UZ,OLYMPUSCORPORATION
41#2697,30.90322581,41,2697,1.490003815,DiMAGEZ5,KONICAMINOLTA
24#2459,30.94444444,24,2459,1.49058269,FinePixS2980,FUJIFILM
9#1889,30.96428571,9,1889,1.490861066,SZ-14,OLYMPUSIMAGINGCORP.
14#243,31.02,14,243,1.491641793,CanonPowerShotS1IS,Canon
8#18,31.0625,8,18,1.492236406,COOLPIXS220,Nikon
24#441,31.07692308,24,441,1.492438013,X-T1,FUJIFILM
7#729,31.10638298,7,729,1.492849515,DSC-H10,Sony
50#1494,31.16666667,50,1494,1.493690356,DiMAGEZ2,KonicaMinoltaCameraInc.
4#4000,31.2,4,4000,1.494154594,DMC-ZS19,Panasonic
7#677,31.25925926,7,677,1.494978682,DSC-WX350,Sony
9#405,31.28125,9,405,1.495284099,SP565UZ,OLYMPUSIMAGINGCORP.
14#2882,31.33333333,14,2882,1.496006599,CanonZR400,Canon
24#549,31.34146342,24,549,1.496119271,FinePixS2000HDS2100HD,FUJIFILM
24#1564,31.57894737,24,1564,1.499397649,FinePixS2950,FUJIFILM
24#2060,31.57894737,24,2060,1.499397649,FinePixS1800,FUJIFILM
8#606,31.93333333,8,606,1.504244254,E7600,Nikon
7#4155,32,7,4155,1.505149978,DSC-W730,Sony
6#2410,32.08333333,6,2410,1.506279483,NIKOND3300,Nikon Corporation
8#604,32.0952381,8,604,1.506440602,COOLPIXL6,Nikon
7#318,32.14285714,7,318,1.507084478,DSC-H20,Sony
7#965,32.14285714,7,965,1.507084478,DSC-H3,Sony
48#824,32.15384615,48,824,1.507232929,EX-FH20,CASIOCOMPUTERCO.LTD.
7#93,32.1875,7,93,1.507687246,DSC-WX300,Sony
7#1541,32.33333333,7,1541,1.50965048,NEX-5C,Sony
8#679,32.42857143,8,679,1.510927817,COOLPIXS9100,Nikon
8#1258,32.55555556,8,1258,1.512625111,COOLPIXP6000,Nikon
24#2364,32.69565217,24,2364,1.514490005,X-E2,FUJIFILM
9#100,32.70454546,9,100,1.514608118,SP560UZ,OLYMPUSIMAGINGCORP.
24#2174,32.76744186,24,2174,1.515442538,FinePixS8100fd,FUJIFILM
4#268,32.84615385,4,268,1.516484523,DMC-TZ40,Panasonic
4#334,32.84615385,4,334,1.516484523,DMC-TZ30,Panasonic
54#3367,32.85,54,3367,1.516535374,PENTAXX70,PENTAX
73#3450,33,73,3450,1.51851394,GXR,RICOH
7#3046,33,7,3046,1.51851394,MAVICAAh7/lf,Sony
7#1529,33.05454546,7,1529,1.519231189,DSC-HX10V,Sony
18#3271,33.1,18,3271,1.519827994,KODAKEasyShareZ980Digital,EASTMANKODAKCOMPANY
18#1740,33.14285714,18,1740,1.520389945,KODAKEASYSHAREZ1015ISDIGI,EASTMANKODAKCOMPANY
7#786,33.16071429,7,786,1.520623877,DSC-HX9V,Sony
9#82,33.17647059,9,82,1.520830183,SP-620UZ,OLYMPUSIMAGINGCORP.
124#1396,33.5,124,1396,1.525044807,WHATISIT,WHOAMI
48#2137,33.66666667,48,2137,1.527200119,EX-F1,CASIOCOMPUTERCO.LTD.
8#503,33.66666667,8,503,1.527200119,E7900,Nikon
24#2072,33.85714286,24,2072,1.529650306,FinePixS1Pro,FUJIFILM
8#1078,33.95,8,1078,1.530839779,COOLPIXS6500,Nikon
24#3429,34,24,3429,1.531478917,FinePixS200EXR,FUJIFILM
9#890,34.07272727,9,890,1.532406897,SP550UZ,OLYMPUSIMAGINGCORP.
18#1248,34.1,18,1248,1.532754379,KODAKP850ZOOMDIGITALCAMER,EASTMANKODAKCOMPANY
62#842,34.19148936,62,842,1.533918019,V-LUX1,LEICA
4#1568,34.33333333,4,1568,1.53571597,DMC-GX7,Panasonic
4#1060,34.39622642,4,1060,1.536510799,DMC-FZ5,Panasonic
24#1785,34.48,24,1785,1.537567257,FinePixS4400,FUJIFILM
24#2442,34.5,24,2442,1.537819095,FinePixS4500,FUJIFILM
14#1503,34.55172414,14,1503,1.538469724,unknown,Canon
8#425,34.61538462,8,425,1.539269162,COOLPIXL1,Nikon
7#2244,34.68181818,7,2244,1.540101857,DSC-HX200,Sony
4#681,34.78181818,4,681,1.541352281,DMC-FZ7,Panasonic
7#3634,34.8,7,3634,1.541579244,HDR-SR12E,Sony
14#1473,34.8125,14,1473,1.541735213,CanonEOSKissF,Canon
24#1534,34.93617021,24,1534,1.543275295,FinePixS2000HD,FUJIFILM
315#63,35,315,63,1.544068044,iPad,camera360
14#2680,35,14,2680,1.544068044,CanonEOS-1D,Canon
24#3767,35,24,3767,1.544068044,FinePixS3400,FUJIFILM
19#2546,35,19,2546,1.544068044,XT303,Motorola
4#1019,35,4,1019,1.544068044,DMC-FZ10,Panasonic
319#4176,35,319,4176,1.544068044,QMobileA8camera,QMobile
73#4112,35,73,4112,1.544068044,GXRMOUNTA12_CBiogonT*28,RICOH
323#4240,35,323,4240,1.544068044,CT920,rk30sdk
7#1461,35,7,1461,1.544068044,DSC-RX1,Sony
7#2198,35,7,2198,1.544068044,DSC-RX1R,Sony
195#2327,35,195,2327,1.544068044,ONETOUCHEVO8HD,TCT
122#4036,35,122,4036,1.544068044,S8030,Tinno
8#1102,35.05882353,8,1102,1.544797338,COOLPIXL14,Nikon
24#947,35.47169811,24,947,1.54988198,FinePixS8000fd,FUJIFILM
4#516,35.63157895,4,516,1.551835068,DMC-FZ8,Panasonic
9#489,35.64516129,9,489,1.552000584,E-M10,OLYMPUSIMAGINGCORP.
24#682,35.97058824,24,682,1.55594754,X-E1,FUJIFILM
86#2804,36.125,86,2804,1.557807856,910SH,SHARP
54#1959,36.42857143,54,1959,1.56144214,PENTAXX90,PENTAX
4#984,36.45,4,984,1.561697533,DMC-FZ20,Panasonic
7#3908,36.5,7,3908,1.562292864,NEX-00,Sony
41#581,36.52380952,41,581,1.562576069,DiMAGEZ3,KONICAMINOLTA
14#1530,36.8,14,1530,1.565847819,CanonEOSKissX7,Canon
7#1174,36.88135593,7,1174,1.566806879,DSC-H5,Sony
4#899,36.91666667,4,899,1.56722248,DMC-FZ30,Panasonic
5#3479,37,5,3479,1.568201724,SAMSUNGWB5500/VLUUWB5500,SAMSUNG
7#3901,37,7,3901,1.568201724,DCR-SR40,Sony
24#2484,37.04081633,24,2484,1.568680549,FinePixHS20EXR,FUJIFILM
7#510,37.08571429,7,510,1.569206648,DSC-HX50,Sony
8#2446,37.11111111,8,2446,1.569503957,COOLPIXS6100,Nikon
7#752,37.39285714,7,752,1.57278865,DSC-HX30V,Sony
62#1992,37.45454546,62,1992,1.573504531,V-LUX3,LEICA
8#1097,37.5,8,1097,1.574031268,COOLPIXL5,Nikon
7#329,37.74193548,7,329,1.576824168,DSC-H1,Sony
24#2204,37.84615385,24,2204,1.578021751,FinePixSL300,FUJIFILM
7#2136,37.925,7,2136,1.578925589,DSC-HX60V,Sony
4#1821,38.03225807,4,1821,1.580152111,DMC-GH2,Panasonic
9#1646,38.33333333,9,1646,1.583576586,E-PM1,OLYMPUSIMAGINGCORP.
7#113,38.390625,7,113,1.584225182,DSC-H2,Sony
14#180,38.55555556,14,180,1.586086965,CanonPowerShotS3IS,Canon
54#1770,38.72413793,54,1770,1.587981758,PENTAXK-01,PENTAX
14#2451,38.8,14,2451,1.588831726,CanonEOS650D,Canon
14#166,38.875,14,166,1.589670402,CanonPowerShotS2IS,Canon
14#580,38.875,14,580,1.589670402,CanonPowerShotS5IS,Canon
24#396,38.90476191,24,396,1.590002762,FinePixS100FS,FUJIFILM
7#181,38.921875,7,181,1.590193754,DSC-H7,Sony
8#2014,38.95,8,2014,1.590507462,COOLPIXP5000,Nikon
7#330,39,7,330,1.591064607,DSC-H9,Sony
7#395,39.46428571,7,395,1.596204247,DSC-HX1,Sony
4#428,39.5,4,428,1.596597096,DMC-FZ47,Panasonic
18#3509,39.57142857,18,3509,1.597381729,KODAKEasyShareZ981Digital,EASTMANKODAKCOMPANY
7#888,39.78787879,7,888,1.599750786,DSC-H50,Sony
14#1721,40,14,1721,1.602059991,CanonEOSKissDigital,Canon
14#4229,40,14,4229,1.602059991,CanonPowerShotN,Canon
54#1627,40,54,1627,1.602059991,PENTAXK2000,PENTAX
4#3102,40.24,4,3102,1.604657972,DMC-L1,Panasonic
14#3220,41,14,3220,1.612783857,CanonDC20,Canon
24#2453,41.02941177,24,2453,1.613095291,X-Pro1,FUJIFILM
14#264,41.07142857,14,264,1.613539809,CanonPowerShotSX30IS,Canon
4#141,41.17647059,4,141,1.614649119,DMC-G1,Panasonic
9#1676,41.5,9,1676,1.618048097,SP570UZ,OLYMPUSIMAGINGCORP.
5#3900,41.58333333,5,3900,1.6189193,NX210,SAMSUNG
14#1989,41.625,14,1989,1.619354247,CanonEOS100D,Canon
7#742,41.71014493,7,742,1.620241699,DSC-HX20V,Sony
7#123,41.73809524,7,123,1.620532626,NEX-3,Sony
4#45,41.98611111,4,45,1.623105651,DMC-FZ18,Panasonic
6#628,42,6,628,1.62324929,NIKOND5300,Nikon Corporation
24#1590,42.25,24,1590,1.625826713,FinePixS5800S800,FUJIFILM
6#1878,42.25,6,1878,1.625826713,NIKOND600,Nikon Corporation
7#303,43,7,303,1.633468456,DSC-R1,Sony
7#3572,43,7,3572,1.633468456,DSC-H00,Sony
4#94,43.03333333,4,94,1.633804988,DMC-FZ45,Panasonic
4#1726,43.08108108,4,1726,1.634286593,DMC-FZ35,Panasonic
14#196,43.42253521,14,196,1.637715176,CanonPowerShotSX1IS,Canon
7#1686,43.61904762,7,1686,1.639676179,NEX-VG30E,Sony
9#555,43.775,9,555,1.641226155,E-P2,OLYMPUSIMAGINGCORP.
5#1970,44.04347826,5,1970,1.643881609,NX200,SAMSUNG
4#726,44.05263158,4,726,1.643971857,DMC-FZ38,Panasonic
9#764,44.10344828,9,764,1.644472547,SP590UZ,OLYMPUSIMAGINGCORP.
6#1760,44.22222222,6,1760,1.645640563,NIKOND7100,Nikon Corporation
14#2869,44.33333333,14,2869,1.646730386,CanonEOS-1DS,Canon
14#749,44.66666667,14,749,1.649983544,CanonPowerShotSX40HS,Canon
14#1111,44.66666667,14,1111,1.649983544,CanonEOSREBELT3,Canon
9#765,44.72413793,9,765,1.650541978,SP800UZ,OLYMPUSIMAGINGCORP.
8#333,44.73684211,8,333,1.650665325,COOLPIXS550,Nikon
7#409,44.73684211,7,409,1.650665325,DSLR-A500,Sony
24#512,44.96774194,24,512,1.65290108,FinePixHS10HS11,FUJIFILM
89#3353,45,89,3353,1.653212514,R9-DigitalBackDMR,LeicaCameraAG
154#3671,45,154,3671,1.653212514,SIGMASD1,SIGMA
24#644,45.04918033,24,644,1.653686893,FinePixHS30EXR,FUJIFILM
14#424,45.14285714,14,424,1.654589043,CanonPowerShotSX10IS,Canon
4#625,45.5,4,625,1.658011397,DMC-FZ28,Panasonic
7#4298,45.5,7,4298,1.658011397,DCR-DVD610,Sony
7#1045,45.53191489,7,1045,1.658315915,NEX-F3,Sony
4#227,46.12676056,4,227,1.663952956,DMC-FZ150,Panasonic
4#175,46.12820513,4,175,1.663966556,DMC-FZ50,Panasonic
9#556,47.25,9,556,1.674401813,E-PL3,OLYMPUSIMAGINGCORP.
14#1148,47.45679012,14,1148,1.67629836,CanonPowerShotSX20IS,Canon
7#332,47.94444444,7,332,1.680738291,NEX-5T,Sony
24#2460,48,24,2460,1.681241237,FinePixSL260,FUJIFILM
7#1542,48.80851064,7,1542,1.688495556,NEX-C3,Sony
9#442,49.03773585,9,442,1.69053041,E-M5,OLYMPUSIMAGINGCORP.
8#552,49.11764706,8,552,1.691237554,E8700,Nikon
4#536,49.45945946,4,536,1.694249366,DMC-FZ40,Panasonic
24#2461,49.6,24,2461,1.695481676,X-M1,FUJIFILM
7#490,49.63888889,7,490,1.695822052,DSC-HX50V,Sony
8#61,49.70833333,8,61,1.696429202,COOLPIXS10,Nikon
14#4231,50,14,4231,1.698970004,CanonEOS700D,Canon
89#3994,50,89,3994,1.698970004,M9DigitalCamera,LeicaCameraAG
257#3203,50,257,3203,1.698970004,KP202,LGELEC
257#3350,50,257,3350,1.698970004,Mobile,LGELEC
257#3772,50,257,3772,1.698970004,KP17X,LGELEC
246#3031,50,246,3031,1.698970004,MG295d,LGMobile
8#1727,50,8,1727,1.698970004,D50,Nikon
101#1087,50,101,1087,1.698970004,IX-30,PRIMAX
4#507,50.51851852,4,507,1.703450606,DMC-GF6,Panasonic
7#2300,50.74358974,7,2300,1.705381187,DSC-HX400V,Sony
8#818,50.76666667,8,818,1.705578649,COOLPIXP530,Nikon
8#2910,50.78947368,8,2910,1.705773712,E4800,Nikon
4#971,50.90588235,4,971,1.706767969,DMC-FZ200,Panasonic
24#2160,51.26229508,24,2160,1.709798046,X-S1,FUJIFILM
4#64,51.3255814,4,64,1.710333878,DMC-FZ100,Panasonic
8#1525,51.36,8,1525,1.710625015,COOLPIXS8100,Nikon
5#2105,51.375,5,2105,1.710751835,EK-GN120,SAMSUNG
17#983,51.43859649,17,983,1.71128911,C2100UZ,OLYMPUSOPTICALCO.LTD
8#977,51.90322581,8,977,1.71519435,E8800,Nikon
30#2917,51.94,30,2917,1.715501945,E-1,OLYMPUSCORPORATION
41#3028,52,41,3028,1.716003344,ALPHA-7DIGITAL,KONICAMINOLTA
7#3030,52,7,3030,1.716003344,MAVICAvNMt5f,Sony
7#114,52.86153846,7,114,1.723139799,DSC-HX100V,Sony
7#1517,52.86153846,7,1517,1.723139799,DSC-HX200V,Sony
14#3861,53,14,3861,1.72427587,CanonVIXIAHFS200,Canon
14#2832,53.33333333,14,2832,1.726998728,CanonEOS350D,Canon
154#2918,53.33333333,154,2918,1.726998728,SIGMASD9,SIGMA
14#4170,54,14,4170,1.73239376,CanonMVX350i,Canon
24#3926,54,24,3926,1.73239376,FinePixSL240,FUJIFILM
6#2241,54.6875,6,2241,1.73788807,NIKOND1X,Nikon Corporation
9#927,54.71875,9,927,1.738136168,E-P3,OLYMPUSIMAGINGCORP.
11#1697,54.96296296,11,1697,1.740070137,PENTAX*istDS,PENTAXCorporation
14#2139,55,14,2139,1.740362689,CanonEOSREBELT5i,Canon
42#2499,55,42,2499,1.740362689,PENTAXK-3,RICOHIMAGINGCOMPANYLTD.
4#985,55.11111111,4,985,1.741239167,DMC-GH4,Panasonic
8#1109,55.8,8,1109,1.746634199,COOLPIXS4,Nikon
14#2772,56,14,2772,1.748188027,CanonMV630i,Canon
14#3123,56,14,3123,1.748188027,CanonZR300,Canon
9#2149,56.13636364,9,2149,1.749244277,E-P5,OLYMPUSIMAGINGCORP.
24#1755,56.31578947,24,1755,1.750630177,FinePixS2Pro,FUJIFILM
7#1412,56.83333333,7,1412,1.754603129,DSLR-A580,Sony
14#1121,56.9375,14,1121,1.755398394,CanonEOS5DMarkIII,Canon
9#1065,56.95744681,9,1065,1.755550513,E-3,OLYMPUSIMAGINGCORP.
69#3125,57,69,3125,1.755874856,dk4010,Rollei
7#306,58.28947368,7,306,1.765590134,ILCE-6000,Sony
6#2383,58.41666667,6,2383,1.766536772,NIKOND3X,Nikon Corporation
41#3026,58.5,41,3026,1.767155866,ALPHASWEETDIGITAL,KONICAMINOLTA
4#1495,58.9,4,1495,1.770115295,DMC-GX1,Panasonic
26#1613,59,26,1613,1.770852012,GX-1L,SamsungTechwin
5#653,59.89655172,5,653,1.777401821,NX300,SAMSUNG
18#2176,60,18,2176,1.77815125,KODAKLS755ZOOMDIGITALCAME,EASTMANKODAKCOMPANY
7#3557,60,7,3557,1.77815125,MAVICAxWf0Wy,Sony
9#2414,60.56862745,9,2414,1.782247732,E-450,OLYMPUSIMAGINGCORP.
39#2914,61,39,2914,1.785329835,HPPhotoSmartC945(V01.39),Hewlett-Packard
11#2606,61.07142857,11,2606,1.785838079,PENTAX*istDS2,PENTAXCorporation
26#2752,61.28571429,26,2752,1.787359252,GX-1S,SamsungTechwin
9#1844,61.45714286,9,1844,1.788572366,E-PL5,OLYMPUSIMAGINGCORP.
127#1407,61.61538462,127,1407,1.789689164,GranTurismo5,PolyphonyDigitalInc.
8#739,61.61904762,8,739,1.789714982,COOLPIXL830,Nikon
14#1952,61.90909091,14,1952,1.791754427,EOSREBELT1i,Canon
8#426,62.17948718,8,426,1.793647136,E5700,Nikon
9#1778,62.3220339,9,1778,1.794641618,E-300,OLYMPUSIMAGINGCORP.
4#2306,62.42857143,4,2306,1.795383397,DMC-GF3,Panasonic
62#1833,62.5,62,1833,1.795880017,V-LUX4,LEICA
9#308,62.67241379,9,308,1.797076422,E-P1,OLYMPUSIMAGINGCORP.
14#2759,63,14,2759,1.799340549,CanonMVX300,Canon
8#79,63.58974359,8,79,1.803387074,COOLPIXP520,Nikon
5#967,64.15,5,967,1.807196661,NX10,SAMSUNG
4#506,64.46153846,4,506,1.809300666,DMC-FZ72,Panasonic
9#1059,65.37313433,9,1059,1.815399308,E-410,OLYMPUSIMAGINGCORP.
4#1308,65.41176471,4,1308,1.815655866,DMC-GF2,Panasonic
4#560,65.90625,4,560,1.818926601,DMC-GH1,Panasonic
11#776,66.31578947,11,776,1.821616944,PENTAXK200D,PENTAXCorporation
7#3490,66.4,7,3490,1.822168079,DSLR-A290,Sony
7#1699,67.33823529,7,1699,1.828261731,NEX-5R,Sony
8#222,67.94117647,8,222,1.832133063,COOLPIXP500,Nikon
24#550,67.94366197,24,550,1.83214895,FinePixS5700S700,FUJIFILM
7#3919,68,7,3919,1.832508913,MODEL-NAME,Sony
274#1912,68.33333333,274,1912,1.834632606,SAMSUNGGX20,SAMSUNGDIGITALIMA
9#2413,68.8375,9,2413,1.837825089,E-330,OLYMPUSIMAGINGCORP.
5#3769,69.16666667,5,3769,1.839896846,NX11,SAMSUNG
4#692,69.24489796,4,692,1.84038778,DMC-G2,Panasonic
24#2717,69.71428571,24,2717,1.843321782,FinePixS3Pro,FUJIFILM
154#3923,69.875,154,3923,1.844321821,SIGMASD15,SIGMA
7#229,70.15873016,7,229,1.84608172,NEX-3N,Sony
75#3380,71.5,75,3380,1.854306042,Vivicam8400,Vivitar
7#2243,72,7,2243,1.857332496,DSLR-A390,Sony
6#1192,72.67272727,6,1192,1.861371459,NIKOND2X,Nikon Corporation
14#1265,72.68333333,14,1265,1.861434836,CanonEOS-1DMarkIV,Canon
14#380,72.91111111,14,380,1.862793717,CanonEOS-1DMarkII,Canon
5#747,73.73333333,5,747,1.867663868,NX1000,SAMSUNG
9#871,73.7962963,9,871,1.868034566,E-5,OLYMPUSIMAGINGCORP.
14#808,74.44285714,14,808,1.871823033,CanonEOSKissX2,Canon
9#669,74.5,9,669,1.872156273,E-PL1,OLYMPUSIMAGINGCORP.
24#3909,75,24,3909,1.875061263,FinePixS2940WM,FUJIFILM
6#3717,75.26086957,6,3717,1.876569232,NIKOND2Hs,Nikon Corporation
7#66,75.33333333,7,66,1.876987184,ILCE-7,Sony
14#583,75.44444444,14,583,1.877627265,CanonEOS10D,Canon
5#670,75.8125,5,670,1.879740818,NX2000,SAMSUNG
9#1023,76,9,1023,1.880813592,E-400,OLYMPUSIMAGINGCORP.
8#1176,76.44117647,8,1176,1.883327362,COOLPIXS9500,Nikon
6#1107,76.53125,6,1107,1.883838807,NIKOND2Xs,Nikon Corporation
9#2427,76.55555556,9,2427,1.883976712,E-PM2,OLYMPUSIMAGINGCORP.
8#2257,76.56818182,8,2257,1.884048335,COOLPIXP510,Nikon
9#486,76.725,9,486,1.884936897,E-PL2,OLYMPUSIMAGINGCORP.
54#1794,76.72916667,54,1794,1.884960481,PENTAXK-m,PENTAX
136#4123,77,136,4123,1.886490725,GZ-MG340,JVC
14#1996,77.25531915,14,1996,1.887928391,CanonEOSD30,Canon
8#1179,78.22222222,8,1179,1.89333015,COOLPIXP80,Nikon
14#1112,78.63793103,14,1112,1.895632079,CanonEOSKissDigitalN,Canon
8#3894,78.77142857,8,3894,1.896368722,COOLPIXL810,Nikon
9#1262,78.79347826,9,1262,1.896490272,E-420,OLYMPUSIMAGINGCORP.
98#1912,78.88235294,98,1912,1.896979856,SAMSUNGGX20,SAMSUNGTECHWINCo.
279#3543,79,279,3543,1.897627091,NS-DV1080P,Insignia
41#2716,79.52631579,41,2716,1.900510863,MAXXUM5D,KONICAMINOLTA
4#407,79.63157895,4,407,1.901085327,DMC-G6,Panasonic
14#943,79.79310345,14,943,1.901965357,CanonEOSKissDigitalX,Canon
14#1022,80.25,14,1022,1.904445041,CanonEOSREBELT3i,Canon
11#1481,80.27027027,11,1481,1.904554725,PENTAX*istDL,PENTAXCorporation
7#80,80.63157895,7,80,1.906505164,NEX-5,Sony
54#431,81.08108108,54,431,1.908919531,PENTAXK20D,PENTAX
4#309,81.10294118,4,309,1.909036604,DMC-GF1,Panasonic
9#3276,81.61666667,9,3276,1.911778854,E-30,OLYMPUSIMAGINGCORP.
6#788,81.76119403,6,788,1.912547225,NIKOND100,Nikon Corporation
11#431,81.77777778,11,431,1.912635305,PENTAXK20D,PENTAXCorporation
98#1049,81.96153846,98,1049,1.913610102,SAMSUNGGX10,SAMSUNGTECHWINCo.
54#495,82.1627907,54,495,1.914675182,PENTAXK-30,PENTAX
9#1635,82.16666667,9,1635,1.914695669,E-620,OLYMPUSIMAGINGCORP.
7#1216,82.74358974,7,1216,1.917734358,SLT-A65V,Sony
9#870,82.78723404,9,870,1.917963373,E-500,OLYMPUSIMAGINGCORP.
54#3995,82.8,54,3995,1.918030337,PENTAXK-5IIs,PENTAX
14#779,82.91666667,14,779,1.918641835,CanonEOS-1DsMarkII,Canon
11#2289,83.13333333,11,2289,1.919775194,PENTAX*istD,PENTAXCorporation
9#724,83.41666667,9,724,1.921252831,E-510,OLYMPUSIMAGINGCORP.
7#1188,84.8,7,1188,1.928395852,NEX-6,Sony
7#4078,85,7,4078,1.929418926,SonyNEX-5NwithCanonFD85m,Sony
11#1678,85.26,11,1678,1.930745328,PENTAXK100DSuper,PENTAXCorporation
7#212,85.38636364,7,212,1.931388519,NEX-5N,Sony
7#432,85.78021978,7,432,1.933387155,NEX-7,Sony
14#1643,86.06976744,14,1643,1.93485063,CanonEOS1100D,Canon
9#1510,86.39189189,9,1510,1.936472985,E-520,OLYMPUSIMAGINGCORP.
11#480,88.11111111,11,480,1.945030678,PENTAX*istDL2,PENTAXCorporation
7#738,88.2173913,7,738,1.945554211,DSLR-A900,Sony
11#189,88.71666667,11,189,1.948005216,PENTAXK100D,PENTAXCorporation
11#430,88.74698795,11,430,1.948153622,PENTAXK10D,PENTAXCorporation
14#4139,88.83333333,14,4139,1.948575959,CanonEOSM,Canon
14#4118,90.0625,14,4118,1.954543998,CanonEOS6D,Canon
8#475,90.10714286,8,475,1.954759219,COOLPIXL100,Nikon
154#3588,90.10714286,154,3588,1.954759219,SIGMASD14,SIGMA
54#776,90.47368421,54,776,1.956522276,PENTAXK200D,PENTAX
6#434,90.65853659,6,434,1.957408704,NIKOND3200,Nikon Corporation
7#2276,90.69230769,7,2276,1.957570453,SLT-A35,Sony
6#638,90.8,6,638,1.958085849,NIKOND800,Nikon Corporation
14#810,91.47674419,14,810,1.961310699,CanonEOS60D,Canon
109#3556,92,109,3556,1.963787827,CONTAXNDIGITAL,KYOCERA
7#613,92.12820513,7,613,1.96439261,DSLR-A200,Sony
7#319,92.32432432,7,319,1.965316138,DSLR-A550,Sony
54#1164,92.33333333,54,1164,1.965358514,PENTAXK-7,PENTAX
6#162,92.7816092,6,162,1.967461901,NIKOND40,Nikon Corporation
6#12,92.88095238,6,12,1.96792666,NIKOND5100,Nikon Corporation
6#439,93.17647059,6,439,1.969306256,NIKOND40X,Nikon Corporation
6#291,93.25,6,291,1.96964884,NIKOND5000,Nikon Corporation
9#4020,95,9,4020,1.977723605,SP810UZSP815UZ,OLYMPUSIMAGINGCORP.
7#339,95.05128205,7,339,1.977957979,SLT-A55V,Sony
14#1051,95.24285714,14,1051,1.978832415,CanonEOSD60,Canon
7#1886,95.28571429,7,1886,1.979027794,DSLR-A380,Sony
8#1622,95.41666667,8,1622,1.979624241,COOLPIXL110,Nikon
7#2268,95.85714286,7,2268,1.98162448,DSLR-A850,Sony
54#484,95.91071429,54,484,1.981867125,PENTAXK-r,PENTAX
7#86,96.44186047,7,86,1.98426558,SLT-A77V,Sony
6#16,96.49411765,6,16,1.984500839,NIKOND70s,Nikon Corporation
7#1471,97.18421053,7,1471,1.987595711,SLT-A57,Sony
14#106,97.48913044,14,106,1.988956197,CanonEOSKissX4,Canon
7#736,97.60526316,7,736,1.989473237,DSLR-A300,Sony
4#865,97.82539683,4,865,1.990451618,DMC-G3,Panasonic
7#4076,100,7,4076,2,SonyNEX-5NwithCanonFD100,Sony
41#1287,100.125,41,1287,2.000542529,DYNAX5D,KONICAMINOLTA
6#891,100.6933333,6,891,2.003000718,NIKOND3S,Nikon Corporation
14#1222,101.1171875,14,1222,2.004824982,CanonEOSREBELT1i,Canon
7#683,101.1428571,7,683,2.004935217,DSLR-A230,Sony
14#931,101.3492063,14,931,2.005820352,CanonEOS-1DMarkIIN,Canon
14#1580,101.3958333,14,1580,2.006020109,CanonEOS-1DsMarkIII,Canon
14#351,101.6226415,14,351,2.006990479,CanonEOSDIGITALREBELXS,Canon
7#2074,101.7352941,7,2074,2.007471645,SLT-A33,Sony
6#81,101.8823529,6,81,2.008098966,NIKOND3100,Nikon Corporation
7#1491,101.9444444,7,1491,2.008363563,SLT-A37,Sony
8#910,102.1111111,8,910,2.009073002,COOLPIXL310,Nikon
14#260,102.6764706,14,260,2.011470932,CanonEOSKissX3,Canon
6#8,103.076087,6,8,2.013157923,NIKOND90,Nikon Corporation
14#1311,103.6184211,14,1311,2.01543697,CanonEOS600D,Canon
6#415,103.6818182,6,415,2.015702605,NIKOND300S,Nikon Corporation
